1000,3000,10000,30000,100000,1-level,2-level,3-level,4-level,5-level,6-level,7-level,8-level,9-level,10-level,11-level,12-level,13-level,14-level,15-level,16-level,17-level,18-level,19-level,20-level,benchmark,benchmark10,Predictive value
32734.3,32734.8,32735.5,32736.5,32734.5,32732.75,32732.5,32732.25,32733.75,32733.5,32733.75,32734.75,32734,32734,32734,32733.75,32734.5,32734.25,32734.5,32734,32734,32734,32734.25,32734.25,32734,32734.24,32737.62,32734.48763
32735.8,32738.3,32739,32738,32738.8,32735.75,32738.25,32738,32737.5,32737.75,32737.75,32737.75,32737,32736.25,32736.25,32736.25,32736,32736.25,32736.75,32736.5,32736.25,32735.75,32735.75,32736.25,32736.5,32737.62,32738.39,32737.51471
32739,32739,32739.5,32738.8,32737.3,32737,32738.75,32738.75,32738.75,32738,32738,32738,32737.75,32737,32737,32737.25,32737,32736.75,32736.5,32736.5,32736.5,32736.75,32735.5,32735.25,32735.5,32738.39,32731.62,32738.38045
32730.8,32730.3,32730.3,32731.5,32735.8,32729.75,32730.25,32732,32732.5,32732,32732,32732.5,32733,32733.75,32733.75,32733,32732.5,32732.5,32733,32733.75,32733.5,32732.75,32732.75,32732.75,32732.75,32731.62,32731.27,32731.89035
32730,32731.3,32732.8,32731.8,32733.8,32729.25,32729.5,32730.75,32731.75,32731,32731,32731.25,32731.5,32731.75,32732,32731.25,32730.75,32731.5,32731.75,32731.75,32731.5,32730.75,32731,32732.25,32731.75,32731.27,32724.71,32731.64078
32722.5,32724.8,32725.8,32725,32726,32723.5,32724.75,32724.75,32725,32724.5,32724.75,32724.75,32725,32724.75,32724.75,32724.75,32724.5,32725.25,32725.25,32724.75,32724.75,32725.5,32725.75,32725.75,32725.75,32724.71,32720.55,32724.72001
32721.3,32722,32721.8,32722.3,32719.8,32719.25,32719.25,32719.75,32719.75,32721,32721,32719.5,32719,32719,32719,32718.75,32718.5,32719,32719,32719.25,32719.25,32719.5,32719.5,32721.5,32719.5,32720.55,32720.19,32720.75518
32719.5,32719.8,32719.8,32722.5,32721.3,32720,32719.75,32720,32719.5,32719.5,32720,32719.75,32719.75,32719.25,32718.75,32719,32719,32718.75,32719,32719,32719,32719.5,32719.5,32721.5,32720.75,32720.19,32715.77,32719.96226
32714.3,32716.3,32718.5,32716.8,32717,32714.25,32714.75,32715.75,32715,32715,32715,32715.25,32715.75,32715.5,32716,32715.75,32715.75,32715.5,32715.5,32715.5,32715.5,32715.5,32714.75,32715,32715.25,32715.77,32712.94,32716.09418
32711.8,32713,32713,32714.8,32714.8,32711.75,32712,32712.75,32712.5,32712.75,32713,32712.75,32712.75,32713.25,32713.25,32713.25,32714,32713.75,32713.5,32713,32713,32713.25,32713.25,32713,32713.5,32712.94,32698.4,32713.03368
32698.3,32698.3,32698.3,32699.8,32700,32696.5,32698,32697.75,32697.75,32698.5,32699,32699.5,32698,32697.75,32698.5,32698.75,32698.25,32696.75,32696.5,32697.5,32698.5,32698.5,32697.5,32697,32695.5,32698.4,32695.63,32698.50327
32695.3,32696,32696,32695.5,32694,32695.5,32696,32696.25,32696.75,32696,32695.75,32695.75,32695.5,32695.5,32695.5,32695.5,32695.5,32695.5,32696,32695.75,32696,32696.75,32696.75,32696.5,32696.5,32695.63,32677.5,32695.61712
32675.3,32678.8,32678.5,32679.3,32675.8,32676,32677.75,32678.75,32678.75,32679.5,32679,32677.25,32675.75,32675.75,32675.75,32675.75,32675.25,32675.25,32675.25,32674.5,32675.25,32673.75,32674,32674.25,32673.25,32677.5,32673.51,32677.17892
32672.3,32675.5,32674.8,32674,32674.5,32672.25,32672.5,32674,32673.75,32673,32672.75,32673,32672.75,32672.75,32672.75,32672.75,32672.5,32673,32673.25,32673.5,32672.75,32672.5,32672.25,32672.75,32671.75,32673.51,32665.92,32673.48706
32667.3,32667.3,32663.8,32664.3,32668,32666.5,32665.75,32664.25,32665,32665.25,32665.5,32666,32665.75,32666,32665.75,32667,32667.25,32667.25,32667.5,32667.5,32668,32668,32668,32668,32669.5,32665.92,32670.27,32665.91116
32673.5,32669,32668.3,32666.8,32669.3,32672.75,32671,32670.25,32670.5,32671,32671,32670.5,32670.5,32669.5,32669,32669.25,32669,32669,32669,32669.25,32669.25,32669.25,32669.25,32668.5,32668.75,32670.27,32681.86,32670.15022
32683.3,32682,32682.5,32683,32680.5,32681.75,32681.5,32680.75,32681.25,32682,32681.5,32681.25,32681.25,32680.75,32679.75,32679.5,32679.5,32677.5,32677.75,32677.75,32678,32677,32677,32677.25,32677.25,32681.86,32665.49,32681.68727
32664.8,32666.5,32665.3,32663,32662.5,32664.75,32665.25,32667.5,32668.25,32667.25,32667.75,32667.5,32666.75,32666.75,32667.25,32666.75,32667,32667,32667.25,32668.5,32669.25,32669.25,32669,32668.25,32668.5,32665.49,32664.71,32665.70016
32663.5,32665.5,32667.8,32664.5,32661.8,32665.5,32663.5,32665,32665,32665.75,32666,32664.75,32664,32663.5,32664,32663,32663.25,32663,32662,32662,32661.75,32661.75,32662,32662,32660.25,32664.71,32662.24,32664.72073
32664.5,32665.3,32665.3,32659,32659.8,32663.25,32664.5,32662.25,32660.5,32661.25,32661,32659.75,32659.25,32659.25,32659.25,32659.25,32659.5,32659.5,32659.75,32659.75,32659.5,32658.5,32658.5,32658.75,32658.5,32662.24,32663.02,32662.25487
32662.3,32663.8,32664.3,32663,32663.8,32662,32661.75,32664,32664.25,32663.25,32662.5,32662.75,32662.5,32662.25,32662.25,32662.5,32662.5,32661.5,32661.5,32660.75,32661.25,32662.25,32662.25,32662.5,32662.5,32663.02,32649.08,32663.14058
32647.8,32648.3,32645.8,32649.3,32648.8,32650.75,32648.25,32652,32650.25,32650.25,32650.75,32650.75,32650.75,32650.25,32650,32650.5,32650.5,32650.5,32650.75,32650.75,32651.25,32651.5,32653,32652.75,32653,32649.08,32656.5,32648.74442
32657.3,32657.3,32658.3,32654.5,32654.3,32658.25,32658,32658,32657.5,32655.25,32654.75,32654.5,32654.75,32655.25,32655,32655,32655,32655.25,32654.75,32654.5,32654.5,32654.5,32655.5,32655.5,32655.5,32656.5,32651.28,32656.3996
32650.8,32651.8,32653.3,32650.8,32649.8,32650.75,32651.75,32651.25,32651,32651.75,32651.75,32651.75,32651,32651,32651,32651.25,32651.5,32651.25,32651,32651,32651,32651,32651.5,32651.75,32651.75,32651.28,32653.86,32651.4752
32656,32656.5,32656.5,32651.8,32651,32654,32654.5,32653.25,32653,32652.75,32653,32653,32652.25,32652,32651.5,32651.75,32651.75,32652,32652.5,32652.75,32652.75,32653.5,32653.5,32654.25,32654.75,32653.86,32654.99,32654.06194
32656.5,32658.5,32655,32652.3,32651.3,32656.5,32655.5,32655.5,32655.5,32654.5,32654.5,32654.25,32654.25,32654.75,32654.75,32654.75,32654.75,32654.75,32655.5,32655.25,32656.5,32657.25,32657.75,32658,32658.25,32654.99,32665.37,32654.95211
32667.3,32667.8,32668.5,32662.8,32659.8,32668.25,32667.75,32668.25,32665,32665,32665.25,32663,32661.25,32661.25,32661,32661.5,32661,32661,32662.25,32662.5,32662,32661.5,32661.5,32661.25,32660.75,32665.37,32681.83,32665.18699
32682.5,32682.5,32682.8,32686,32680.5,32682.5,32682,32681.25,32681.5,32679,32678.75,32679.25,32679.25,32679,32678.75,32678.75,32678.75,32678.5,32678.25,32678.25,32678.75,32677,32678,32677,32676.75,32681.83,32686.76,32681.30171
32687,32687,32687,32687.3,32688.5,32687,32686.25,32686.25,32687,32685.5,32685.5,32685,32685,32684.5,32684.25,32684.25,32683.75,32683.25,32683.25,32683,32682.75,32682.25,32682.25,32682,32681.75,32686.76,32694.09,32686.37704
32697,32694.3,32695.5,32691.8,32693.8,32696.75,32694.25,32694.25,32693.75,32693,32693,32692.5,32690.75,32690.75,32690,32689.75,32689.75,32689.75,32689,32689,32691,32689.75,32687.5,32688.25,32687.75,32694.09,32686.09,32694.02245
32684.3,32685.5,32687,32688.3,32685.5,32687.75,32685.5,32686.75,32686.25,32686.25,32685,32685.25,32685.75,32684,32684,32683,32683.5,32683.5,32683.5,32683.5,32683.25,32683.25,32683.75,32683.75,32682,32686.09,32686.19,32685.47535
32684.3,32685.5,32687.3,32688,32686.3,32687.75,32685.5,32686,32685.5,32686,32686,32686,32685.75,32686,32686,32686,32685.5,32685.5,32684.25,32684.25,32684.25,32684.25,32684,32684.25,32684.5,32686.19,32695.34,32685.96876
32694.5,32694.3,32694.5,32693.5,32697.3,32698,32694.75,32696,32695.75,32695.75,32696,32696.25,32694.75,32694.75,32694.75,32695,32694.5,32694.75,32693.25,32693.25,32692.25,32692.25,32691.75,32691,32691,32695.34,32703.22,32694.98007
32702.8,32701.5,32703.3,32701.3,32702.8,32705.25,32706,32706,32705,32704,32702.25,32702.25,32702,32702.25,32702.25,32702,32701.75,32701,32701.75,32701.75,32702.25,32702.25,32701.75,32701.25,32700.75,32703.22,32701.7,32702.89444
32700.3,32700.3,32701.3,32701.3,32702.5,32700.75,32702.75,32701.25,32703.25,32703,32702,32702,32702.5,32702.5,32702.5,32702.5,32701.25,32701.75,32701.75,32701.75,32701.5,32701.75,32701.25,32701.25,32702,32701.7,32701.96,32701.55808
32702.8,32702.8,32702,32699.5,32703,32700.75,32702.75,32702,32703,32702.75,32701.5,32701.75,32701.5,32701.25,32701.5,32700.25,32700.25,32700.25,32700.25,32700,32700.75,32700.25,32701,32700.5,32700.75,32701.96,32717.08,32701.95753
32718,32716.5,32716.5,32717.5,32717,32716.75,32717.75,32716.5,32716.25,32716.25,32717.25,32717.25,32717.25,32716.75,32716.75,32716,32715.5,32715.5,32715.75,32715.5,32715.5,32716.25,32715.25,32715.25,32715.25,32717.08,32722.39,32716.90314
32721,32720.8,32723.3,32723,32719.8,32723.75,32722.75,32723.25,32724.25,32723,32723.5,32721.75,32721.75,32721.5,32721,32721,32721,32720.75,32721.25,32721.5,32721.25,32722,32721,32721.25,32718.75,32722.39,32726.22,32722.05148
32724.5,32723.3,32723.3,32726.8,32726.8,32726.25,32728.75,32728.25,32727.75,32728,32728,32727.25,32726.75,32727,32727,32726.5,32726.75,32726.75,32727,32726,32726.25,32726.25,32726.25,32726,32725.5,32726.22,32712.89,32725.70329
32713.3,32713,32712,32710.8,32713,32712.5,32712,32712,32713.75,32713,32714,32714,32714.5,32715,32715.25,32715,32715,32715,32715,32714.75,32714.5,32714.25,32715.5,32716.5,32715,32712.89,32710.06,32713.1548
32711.8,32712,32708.5,32709,32710.5,32711.75,32711.5,32708.5,32709,32709,32708.5,32708,32708,32708.25,32707.25,32707.75,32707.5,32707.5,32707.25,32707.5,32707.25,32708.5,32708.25,32707.25,32707.75,32710.06,32713.26,32709.48735
32712.5,32713.5,32714,32713.8,32711.3,32714.75,32713.5,32713.25,32713,32713.25,32713.25,32713,32713,32712.25,32712.25,32712,32711.75,32711.75,32711.5,32711.75,32712.25,32712.25,32712.25,32713,32712.25,32713.26,32733.31,32712.9313
32735,32735,32733.5,32735.3,32736,32732,32733,32732.75,32730.75,32731.25,32731.25,32731.25,32731.25,32731.25,32730.5,32730.5,32730.25,32731,32731,32731,32731,32731.25,32731.5,32731,32729.75,32733.31,32738.52,32733.26992
32736.3,32735.3,32739.8,32739.3,32739.5,32736.25,32739.5,32740,32740.25,32740.25,32740,32739.5,32739,32738.75,32738.75,32739,32739.25,32738.75,32738.25,32738,32737.75,32737.75,32738.25,32737.25,32737.25,32738.52,32719.95,32738.71881
32719.5,32721.3,32722.3,32718.3,32722.3,32718.75,32718.75,32720,32719.5,32718.75,32719.75,32720,32719,32719,32719,32719.25,32718.5,32718,32718.5,32718.5,32718.25,32718.75,32718.75,32718.75,32718.75,32719.95,32725.06,32720.27743
32724.5,32724.5,32724.5,32726.5,32729.3,32724.25,32723,32723,32724,32723.75,32725,32725,32725,32725.25,32725,32725.75,32725.25,32725.5,32725,32724,32724.25,32723.5,32724.75,32724.75,32724.5,32725.06,32724.49,32725.1471
32723.5,32723.5,32724,32725.3,32728.3,32722.75,32723.5,32723,32724,32724,32725,32725,32725,32724.75,32725.25,32725,32725.5,32725.5,32725.25,32725.5,32725.5,32724,32724.25,32723.5,32724.75,32724.49,32727.56,32724.57761
32727.5,32727.5,32727.3,32727.3,32727,32728,32728.25,32727.5,32728.75,32726.75,32727.25,32726.75,32726.75,32727.25,32727.25,32727.25,32727.25,32726.5,32726.5,32726.25,32727.75,32726.25,32726.25,32725.5,32726.25,32727.56,32742.24,32727.33277
32743.3,32742.5,32743.5,32741.8,32743.8,32742.5,32742,32742.5,32741.75,32740.5,32740.75,32740.75,32740.5,32739.75,32740,32739.5,32739.5,32739.25,32739.25,32739.25,32738.75,32738,32737.25,32737,32737,32742.24,32740.28,32742.18616
32740.5,32741.5,32741.5,32739.8,32742,32740.5,32740.5,32741,32739.5,32739,32738.75,32738.75,32738.25,32738.75,32738.75,32738.75,32739.5,32739.75,32739.75,32739.75,32740,32739.75,32739.75,32739.75,32740,32740.28,32739.84,32740.37625
32739.3,32741,32741.8,32741,32742,32738.75,32739.25,32739.25,32738.5,32738.5,32738.5,32737.75,32738.25,32737.25,32737.25,32737.25,32737.25,32737.25,32736.75,32735.5,32735.5,32735,32735.5,32735,32735.75,32739.84,32740.69,32739.70228
32740,32741.8,32742,32741.5,32742.3,32740.75,32738.75,32739.25,32740.25,32739.5,32739.75,32739.5,32739.75,32740,32739.25,32739.25,32739.25,32739.25,32739.75,32739.5,32738.75,32738.75,32738.75,32737,32737,32740.69,32740.92,32740.61717
32739.8,32742,32742.8,32741.8,32743,32740.75,32738.75,32739,32740,32740,32740,32740.25,32740.25,32740.25,32739.5,32739.5,32740.25,32740.25,32739.75,32739,32739.25,32739.75,32738,32738,32737.75,32740.92,32725.92,32740.9474
32729.3,32727.3,32724,32725.3,32727.3,32725.5,32724,32724.5,32724.25,32725.5,32725.75,32725.5,32726.5,32726.25,32726.75,32726.75,32727.25,32728,32727.75,32727.75,32728,32727.5,32728.5,32728.5,32729.75,32725.92,32727.5,32726.36618
32727.8,32727.8,32727.8,32726.8,32729.5,32726.75,32727,32728.75,32729,32726.25,32726.25,32726,32726.25,32726,32726.25,32727,32727.25,32728.25,32728.25,32728.25,32728.25,32728.25,32729.5,32728.5,32728.75,32727.5,32729.07,32727.66901
32727.8,32729.8,32730.3,32727.8,32730.5,32729,32729.75,32730,32730,32729.75,32728.25,32727.75,32727.5,32728.75,32729,32729.25,32729.5,32729.5,32729.5,32729.75,32730.5,32730.5,32730.5,32731,32731.75,32729.07,32731.36,32729.25586
32731.5,32730.3,32731,32731.5,32735,32731.5,32731,32731,32731.25,32731.25,32729.5,32731,32731,32731,32731.5,32731.25,32731,32731.25,32732,32732,32731.75,32732,32731.75,32732.5,32732.5,32731.36,32729.57,32731.49713
32729,32730.3,32730.3,32731,32733.8,32728.75,32728.25,32728.75,32728.75,32727.75,32728.25,32727.5,32727.25,32727.25,32728.25,32728.25,32728.25,32728.25,32727.75,32728.25,32728.25,32728.25,32728.5,32728.75,32728.75,32729.57,32729.7,32729.63246
32729,32729.8,32729.8,32729.8,32734.3,32728.75,32728.75,32729,32728.75,32727.75,32729,32729.25,32729,32729,32728.75,32728.75,32728.75,32729,32729.5,32729.5,32729.25,32729.25,32730.25,32730.25,32730.25,32729.7,32729.34,32729.74986
32729,32729.8,32730.3,32729.8,32734,32728.75,32728.75,32728.5,32727.25,32727.5,32727.5,32728.75,32728.25,32728.25,32728,32728,32728,32727.75,32727.25,32727.25,32727.25,32727.25,32727.75,32727.75,32727.75,32729.34,32738.31,32729.40832
32737.8,32738,32738,32740.3,32739,32737.75,32738,32738,32737.75,32738.25,32738.5,32738,32738,32738,32738,32738.25,32737.75,32737.25,32738,32737.25,32736.75,32736.5,32736.5,32736,32735.75,32738.31,32741.79,32738.16403
32742,32742,32742.3,32742.3,32743.3,32741.75,32740.5,32740.25,32741.75,32741.25,32741,32740.75,32741,32740.75,32740.5,32740,32740,32740,32739.75,32739.75,32739.25,32739.5,32739.25,32738.5,32737.75,32741.79,32764.26,32741.70775
32765.8,32765,32765,32763,32765.8,32763.25,32765,32762.75,32763.25,32763.25,32763.25,32763.5,32763.25,32763.5,32763.75,32763.75,32763.5,32762.5,32762.5,32762,32762.25,32761.75,32761.75,32761.25,32761.5,32764.26,32769.53,32764.45481
32769,32770.5,32768.3,32770,32772.5,32768.75,32769,32770.5,32769,32768.75,32768.5,32769,32769.75,32769.75,32769.5,32769,32767.75,32767.5,32767,32766.25,32766.5,32766.5,32766.5,32766.25,32766.25,32769.53,32765.2,32769.2014
32764.3,32761.8,32763.3,32766.3,32767.8,32764.75,32766,32766.75,32766,32766,32766,32765.75,32765.75,32765.25,32765.25,32763.25,32763,32763.25,32763.25,32763.25,32763.5,32763.5,32763.25,32763.25,32765,32765.2,32764.05,32764.82822
32764,32762,32762,32766.5,32767,32763.5,32763.75,32762,32763.5,32764,32764,32764,32764.25,32764.25,32764.25,32763.5,32762.25,32762.5,32762.5,32762.75,32763.25,32763.5,32763.25,32763.25,32764.25,32764.05,32755.64,32763.79003
32753.5,32753.5,32755.5,32757.3,32757.8,32754.5,32755.5,32755,32755.25,32757,32757.25,32756.75,32756.25,32756,32754.5,32755,32754.75,32754.5,32753.25,32754.5,32753.25,32752.75,32752.5,32753.25,32753.75,32755.64,32750.61,32755.41081
32750,32750,32750,32754,32752.3,32749.5,32750,32750,32749.75,32749.5,32750,32750,32750.5,32750.25,32750.25,32749.5,32749.5,32749.5,32749.25,32748.5,32747.75,32747.75,32749,32750.5,32750.75,32750.61,32736.62,32750.36894
32737.8,32739.8,32739.8,32733.5,32733.5,32736.75,32737,32736.5,32737,32735.75,32735.5,32735.5,32735.5,32735.5,32735.5,32735.75,32736.5,32736.75,32736.5,32736,32737,32737,32738,32737.75,32737,32736.62,32734.61,32737.04101
32734.5,32734.5,32734.3,32733,32734,32735.75,32736.25,32737,32735.5,32733.75,32734.25,32734.25,32734,32734.5,32735,32735,32734.75,32735,32734.25,32734,32735,32734.75,32734.5,32734.5,32734.75,32734.61,32729.92,32734.4535
32727,32726.8,32726.3,32732.8,32732.8,32729.5,32731,32729.25,32729.25,32729.75,32731.75,32732,32732,32730.75,32730.75,32730.25,32731.25,32732.25,32733.25,32732,32732,32731.25,32731.25,32731.25,32731.25,32729.92,32731.09,32729.10625
32731,32730.8,32730.3,32730.5,32733.5,32728.5,32731.25,32732,32732,32731.25,32731.5,32731.25,32731.5,32731.5,32731.75,32730,32730,32730.25,32729.75,32729.75,32729.75,32729.75,32730.25,32730.25,32729.5,32731.09,32737.71,32731.08256
32738.5,32738.8,32739.3,32736,32736,32740.25,32738.75,32738.5,32736.5,32736.75,32736.75,32737.25,32736.25,32736,32736.25,32736.75,32736.75,32736.75,32737.5,32737,32736.75,32737,32736.75,32736.75,32737,32737.71,32740.27,32737.69528
32740.3,32738.3,32739.5,32738.3,32743.3,32740.5,32741.5,32740.5,32740.5,32740.75,32740.25,32740.25,32740.25,32740.25,32740.25,32740.25,32740.5,32741.75,32742.25,32742.25,32742.25,32742.25,32742,32741.75,32741.75,32740.27,32749.89,32740.37383
32751.8,32751.8,32749.5,32748.5,32748.5,32751.75,32751,32750.75,32749,32748.5,32748.5,32748.5,32748.5,32748.5,32748.5,32748.5,32748.5,32748.75,32748.75,32748.75,32748.75,32749,32748,32749,32748.75,32749.89,32750.7,32749.64275
32752.3,32750.3,32749,32751.8,32750.8,32752.25,32751,32749.75,32749.75,32749.5,32749.5,32749.5,32750.25,32750,32749.5,32749.5,32748.75,32749,32749,32748.75,32749.25,32749.25,32748.5,32748.5,32748.25,32750.7,32748.5,32750.28374
32748.8,32747.3,32746.8,32747.3,32750,32750.25,32749,32748.75,32748.5,32748.5,32748.25,32748.5,32748.75,32748.5,32748.75,32748.75,32748.75,32748.5,32749,32749.25,32748.75,32749,32748.5,32748.75,32749.25,32748.5,32753.21,32748.28189
32754,32753.8,32754,32750.8,32751,32755,32754.5,32754.5,32754.75,32755,32752,32751.75,32752.25,32752,32751.5,32752.25,32752.5,32752.5,32752.5,32752.75,32753.25,32752.5,32753.25,32753.25,32752.75,32753.21,32751.84,32753.19226
32753.8,32753.3,32753.3,32751,32751,32753.5,32753,32749,32749.5,32749.75,32750,32750,32750,32750.5,32750.5,32750.25,32751,32751.5,32751.75,32751.75,32751.75,32750.75,32751.25,32751.25,32751.25,32751.84,32765.25,32751.88793
32764.8,32764.8,32764.8,32765.5,32761.3,32767.5,32767.25,32766.5,32766.5,32766.5,32766.5,32766.25,32763.5,32763.5,32763.5,32763.5,32763.5,32763.5,32763.5,32763.5,32763.25,32762.5,32763,32762.75,32763,32765.25,32755.81,32764.66289
32756.3,32757,32755.5,32756,32755,32756.25,32755.5,32755.75,32755.5,32755.5,32755.5,32756.5,32755.5,32755.5,32755.5,32755.5,32755.5,32755,32755,32755.25,32755.25,32755,32754,32754.5,32754.5,32755.81,32754.45,32755.66343
32754.3,32752.8,32752.8,32753.3,32756.5,32754.25,32753.5,32754.25,32754.5,32754.75,32756.5,32756.25,32756,32756,32756,32755,32754.75,32754.75,32755.25,32755.5,32755.5,32755.25,32755.25,32755.5,32756.25,32754.45,32744.91,32754.5046
32743.5,32745.3,32747.5,32745.3,32746.5,32743.25,32743.25,32743.25,32744.5,32745,32745.75,32745.25,32744.25,32744.5,32744.5,32744.75,32744,32744,32744,32743.75,32743.75,32743.5,32742.75,32743.5,32744.5,32744.91,32743.9,32745.29704
32743.5,32744,32744.5,32744.5,32745.5,32744.75,32743.5,32744,32743.5,32743.5,32743.25,32742.5,32742,32743,32743,32743.25,32743.25,32743,32743.5,32743.5,32743.25,32742.75,32742,32742,32742,32743.9,32739.75,32743.9113
32737.8,32738.3,32741,32740.3,32741.8,32739.5,32739.75,32739.5,32738.25,32740,32740.25,32740.5,32740.5,32741.25,32740.75,32741,32741.25,32741.25,32741,32741,32739.75,32740,32739.5,32739.75,32739.5,32739.75,32738.89,32739.94704
32738.8,32739.8,32739.5,32739.8,32740.5,32738.5,32738.25,32738.75,32738,32737.5,32737.25,32738.5,32738.5,32738.5,32738.75,32738.75,32738.25,32738.25,32737.5,32737.25,32737.75,32737.5,32737.75,32737.75,32737.75,32738.89,32749.55,32738.9029
32750.3,32751.3,32749.3,32748.8,32753,32750,32748.25,32747.5,32747.25,32748.75,32748.75,32748.5,32748.5,32748.25,32748,32747.75,32749.25,32748.75,32749.25,32749.5,32749.5,32749.5,32749.75,32749.25,32749.75,32749.55,32756.47,32749.582
32755.8,32754.3,32754.3,32757.8,32759.5,32759.75,32755.75,32755.5,32756,32755.5,32756,32756,32755.5,32755.75,32755.75,32756.25,32756.25,32756.25,32756,32756.25,32756.25,32756.75,32756.5,32756.75,32756.5,32756.47,32767.33,32756.03287
32768,32768,32766,32766,32767,32770,32768.25,32769.25,32766.75,32766.75,32766.75,32766.5,32766.5,32766.5,32766,32766,32765.5,32765.5,32765.75,32765.75,32765.5,32765.75,32765.5,32765.25,32764.25,32767.33,32761.25,32766.84188
32762.5,32759.3,32759.8,32760.8,32763.8,32763.25,32763,32760.25,32760.75,32760.5,32759.75,32760,32759.5,32759.5,32759.5,32760,32759.75,32760.25,32760.25,32760.25,32760.5,32760.5,32760.75,32760.75,32762,32761.25,32752.42,32761.02576
32751.3,32750.3,32752,32751.8,32752.5,32751.75,32752.5,32753,32753.25,32753.25,32754,32755,32754.75,32754.75,32754.25,32753.25,32753.25,32753,32753.5,32753.5,32753.25,32753,32753.25,32753.75,32754.5,32752.42,32750.12,32752.46271
32749.3,32749.8,32749.3,32750,32750.3,32751,32750.25,32750,32750.25,32750,32750.25,32750.5,32750.75,32751,32751.5,32751.25,32751.25,32751,32751,32751,32751,32750.25,32750.5,32750.25,32750.5,32750.12,32753.42,32749.93887
32753.8,32754.5,32752,32751.8,32750.8,32756,32754.5,32754.5,32754,32754,32753.5,32753.25,32753.25,32753.75,32753.5,32753.5,32753.75,32754,32753.25,32753.25,32753.25,32753.25,32753.75,32753.5,32753.5,32753.42,32754.01,32753.00748
32754.5,32753.8,32751.5,32753,32756.5,32755,32754.75,32755.25,32754.5,32753.25,32753.25,32753.25,32753.25,32754,32754.25,32754.25,32754.5,32754.5,32754.5,32754.25,32754,32754,32754,32753.75,32753.75,32754.01,32752.68,32753.74455
32751.5,32751.5,32751.5,32753,32754.5,32753,32752.75,32752.75,32753,32753,32753,32753,32753,32753,32753.5,32753.5,32753.5,32753.5,32753.25,32753,32753,32753,32753,32753,32753.25,32752.68,32746.8,32752.5054
32746.3,32746.3,32746.3,32748.3,32748.8,32744.75,32746.25,32746.5,32746.75,32746.75,32747.75,32748,32746.5,32746.5,32746.75,32747.25,32745.75,32745.5,32745.25,32745,32745,32744,32744,32743.25,32743,32746.8,32745.71,32746.75279
32747.5,32745.5,32744,32744.8,32745.8,32744.75,32746.25,32745.5,32745.25,32746.75,32746.5,32746.25,32746.75,32746,32745.75,32745.75,32745.5,32745.5,32745.5,32746.25,32745,32744.75,32744.5,32745.25,32746.25,32745.71,32757.22,32745.70986
32756.8,32758.3,32757.8,32756,32759.5,32757.5,32757.75,32757.75,32757.5,32755.5,32755.75,32755.75,32755.25,32755.5,32755.5,32756.25,32756.5,32756.5,32756.5,32756.75,32756.25,32756.25,32756.5,32757.75,32757.5,32757.22,32759.24,32757.13316
32758.8,32759.8,32759.8,32760.5,32760,32758.5,32758.75,32759.75,32760,32759,32757.75,32758.5,32758.5,32758.5,32758.5,32758.5,32758.25,32758.5,32759.75,32758.75,32758.75,32757.5,32757.5,32757.75,32756.75,32759.24,32759.28,32759.17968
32758.8,32759.8,32759.8,32758.8,32760.8,32758.5,32758.75,32759.75,32759.75,32759.25,32759,32758.75,32758.75,32758.75,32758.75,32758.75,32758.75,32758.25,32759,32759.5,32759.5,32759.75,32760,32760,32758.75,32759.28,32757.84,32759.38507
32758.3,32758.3,32758,32756.8,32759.5,32758,32756.75,32758.25,32758,32757.75,32757.5,32757,32757.25,32757.25,32757.75,32758.25,32757.5,32757.5,32757.5,32757.75,32758,32758,32757.25,32757.5,32756.5,32757.84,32740.76,32758.04166
32741.5,32742.5,32742.5,32740.3,32736.8,32738.5,32741.5,32742,32742,32741.25,32741,32741,32741,32742,32742.75,32742.5,32742.25,32741.5,32741,32742,32743.25,32743,32743.25,32743.25,32742.75,32740.76,32732.81,32741.31036
32731.8,32732,32733.5,32732.3,32734.5,32732.5,32732,32732,32733,32733.25,32732.5,32732.25,32734,32733.75,32732.75,32732.5,32732.5,32732.25,32732.25,32732.5,32732.5,32732.5,32732.5,32732.5,32732.5,32732.81,32736.11,32732.85415
32735.5,32735.8,32735.8,32734,32736.5,32738.75,32736.5,32736,32736.25,32736,32736.25,32735.25,32735.75,32735.75,32735.75,32735,32734.25,32734.25,32734.5,32734.5,32734.25,32735.25,32734.5,32734.25,32734.25,32736.11,32738.79,32735.71986
32740.3,32737.8,32736.5,32738,32739.3,32741.25,32740.75,32738.25,32738,32737.75,32738,32737.75,32738,32738,32738,32736.75,32736.75,32737,32736.75,32736.25,32736.75,32737,32737,32737,32736.5,32738.79,32739.11,32738.17874
32739.3,32739.5,32739.5,32738.5,32739.5,32740,32739.5,32738.25,32738,32738.25,32738.25,32738.5,32739,32739.25,32739.25,32739.25,32739,32738.5,32738.75,32739,32738.5,32737.75,32737.75,32737.75,32737.75,32739.11,32736.62,32739.04943
32736,32736.3,32735.8,32737.3,32739,32736.25,32736.25,32735.75,32736.25,32736,32736.25,32737,32736.75,32736.75,32736.5,32736.75,32736.5,32736,32735.75,32735.75,32735.5,32736.5,32736.5,32736.5,32736.75,32736.62,32732.96,32736.46773
